Unnamed: 0,id,chain,dept,category,company,brand,date,productsize,productmeasure,purchasequantity,purchaseamount
2813083,105477766,18,99,9909,107127979,6732,2013-03-19,9.0,OZ,1,1.79
2814947,105483977,18,99,9909,107127979,6732,2013-03-10,10.0,OZ,1,4.99
2816005,105491737,4,99,9909,107127979,6732,2013-04-02,6.0,OZ,1,3.5
2817856,105492795,18,99,9909,107127979,6732,2013-03-04,10.0,OZ,1,4.99
2817870,105492795,18,35,3509,103320030,875,2013-03-11,150.0,OZ,1,12.79
2817874,105492795,18,99,9909,107127979,6732,2013-03-11,12.0,OZ,2,2.98
2817975,105492795,18,99,9909,107127979,6732,2013-03-28,12.0,OZ,2,2.98
2818068,105492795,18,99,9909,107127979,6732,2013-04-27,12.0,OZ,1,2.59
2820177,105498242,18,99,9909,107127979,6732,2013-04-08,6.0,OZ,1,2.99
2820178,105498242,18,99,9909,107127979,6732,2013-04-08,10.5,OZ,2,6.29
2824515,105510902,15,32,3203,106414464,13474,2013-03-04,5.0,OZ,1,5.99
2827513,105516849,95,99,9909,107127979,6732,2013-03-29,12.0,OZ,1,0.88
2827516,105516849,95,99,9909,107127979,6732,2013-03-30,12.0,OZ,1,0.88
2827522,105516849,95,99,9909,107127979,6732,2013-04-04,12.0,OZ,1,0.88
2827525,105516849,95,99,9909,107127979,6732,2013-04-05,12.0,OZ,1,0.88
2827606,105516849,95,99,9909,107127979,6732,2013-04-15,12.0,OZ,1,0.88
2827612,105516849,95,99,9909,107127979,6732,2013-04-16,12.0,OZ,1,0.88
2827626,105516849,95,99,9909,107127979,6732,2013-04-20,12.0,OZ,1,0.88
2827629,105516849,95,99,9909,107127979,6732,2013-04-23,12.0,OZ,1,0.88
2827638,105516849,95,99,9909,107127979,6732,2013-04-26,12.0,OZ,1,1.0
2827660,105516849,95,99,9909,107127979,6732,2013-04-28,12.0,OZ,2,1.76
2828590,105519857,18,99,9909,107127979,6732,2013-03-10,8.0,OZ,1,1.99
2830079,105527870,88,99,9909,107127979,6732,2013-03-03,48.0,OZ,1,3.49
2831110,105529293,18,99,9909,107127979,6732,2013-03-02,12.0,OZ,1,0.99
2831137,105529293,18,99,9909,107127979,6732,2013-04-22,5.0,OZ,1,0.01
2831470,105531913,17,99,9909,107127979,6732,2013-03-21,9.0,OZ,2,1.99
2832620,105535743,18,99,9909,107127979,6732,2013-03-24,10.0,OZ,1,4.99
2832625,105535743,18,32,3203,106414464,13474,2013-03-24,5.0,OZ,1,3.89
2834517,105548393,95,99,9909,107127979,6732,2013-03-21,9.0,OZ,1,0.3
2834528,105548393,95,99,9909,107127979,6732,2013-03-31,12.0,OZ,1,1.79
2834550,105548393,95,99,9909,107127979,6732,2013-04-13,18.0,OZ,1,3.99
2834563,105548393,95,99,9909,107127979,6732,2013-04-21,9.0,OZ,1,1.99
2834587,105548393,95,99,9909,107127979,6732,2013-04-28,12.0,OZ,1,1.79
2838089,105556795,15,99,9909,107127979,6732,2013-03-06,16.0,OZ,1,2.99
2838261,105556795,15,56,5616,104610040,15889,2013-03-21,8.0,OZ,1,4.39
2838267,105556795,15,56,5616,104610040,15889,2013-03-21,7.0,OZ,1,4.39
2841675,105568107,4,99,9909,107127979,6732,2013-03-25,6.0,OZ,1,3.99
2844906,105575771,15,99,9909,107127979,6732,2013-03-02,10.0,OZ,1,4.99
2844926,105575771,15,56,5616,104610040,15889,2013-03-13,8.0,OZ,1,1.51
2844933,105575771,15,99,9909,107127979,6732,2013-03-13,10.0,OZ,1,4.99
2844936,105575771,15,99,9909,107127979,6732,2013-03-17,10.0,OZ,1,4.99
2844952,105575771,15,99,9909,107127979,6732,2013-03-22,10.0,OZ,1,4.99
2846095,105578402,20,56,5616,104610040,15889,2013-03-03,6.67,OZ,1,3.99
2846105,105578402,20,99,9909,107127979,6732,2013-03-19,10.0,OZ,1,2.5
2847422,105585999,14,56,5616,104610040,15889,2013-03-27,7.5,OZ,1,3.49
2847424,105585999,14,56,5616,104610040,15889,2013-03-27,8.0,OZ,1,3.49
2850838,105626700,4,99,9909,107127979,6732,2013-03-17,12.0,OZ,1,2.49
2850939,105626700,4,99,9909,107127979,6732,2013-04-06,12.0,OZ,1,2.49
2851592,105628636,17,99,9909,107127979,6732,2013-03-05,12.0,OZ,1,2.5
2851613,105628636,17,99,9909,107127979,6732,2013-03-12,12.0,OZ,1,3.69
2851615,105628636,17,99,9909,107127979,6732,2013-03-16,6.0,OZ,1,2.5
2851631,105628636,17,56,5616,104610040,15889,2013-03-20,6.67,OZ,1,4.49
2851632,105628636,17,99,9909,107127979,6732,2013-03-25,12.0,OZ,1,3.69
2851640,105628636,17,99,9909,107127979,6732,2013-04-02,12.0,OZ,1,0.0
2851648,105628636,17,99,9909,107127979,6732,2013-04-08,12.0,OZ,1,3.69
2851659,105628636,17,99,9909,107127979,6732,2013-04-16,12.0,OZ,1,3.69
2851676,105628636,17,99,9909,107127979,6732,2013-04-29,12.0,OZ,1,3.69
2852843,105651976,95,99,9909,107127979,6732,2013-03-29,10.0,OZ,2,2.58
2853590,105652213,15,99,9909,107127979,6732,2013-04-17,18.0,OZ,1,2.99
2853609,105652213,15,35,3509,103320030,875,2013-04-25,62.5,OZ,1,6.7
2854132,105652546,95,99,9909,107127979,6732,2013-03-14,18.0,OZ,1,3.99
2854842,105655357,18,99,9909,107127979,6732,2013-03-02,48.0,OZ,1,2.99
2854900,105655357,18,99,9909,107127979,6732,2013-04-07,12.0,OZ,1,2.99
2855531,105657289,88,99,9909,107127979,6732,2013-03-01,10.0,OZ,2,2.98
2855535,105657289,88,99,9909,107127979,6732,2013-03-01,6.5,OZ,2,5.0
2855555,105657289,88,99,9909,107127979,6732,2013-03-23,10.0,OZ,1,1.49
2855603,105657289,88,99,9909,107127979,6732,2013-04-12,5.5,OZ,1,2.99
2859765,105681163,88,35,3509,103320030,875,2013-04-27,75.0,OZ,1,3.29
2860854,105682139,95,99,9909,107127979,6732,2013-04-03,18.0,OZ,1,3.99
2862357,105682911,14,56,5616,104610040,15889,2013-03-16,7.5,OZ,1,3.0
2862391,105682911,14,56,5616,104610040,15889,2013-04-03,6.67,OZ,1,3.99
2862411,105682911,14,17,1726,104460040,3718,2013-04-03,35.0,CT,1,3.49
2863612,105685773,95,99,9909,107127979,6732,2013-03-05,10.0,OZ,1,3.99
2863631,105685773,95,99,9909,107127979,6732,2013-03-24,9.0,OZ,1,1.5
2863637,105685773,95,99,9909,107127979,6732,2013-03-24,12.0,OZ,1,0.88
2865290,105689497,4,99,9909,107127979,6732,2013-03-16,6.4,OZ,1,4.39
2865291,105689497,4,99,9909,107127979,6732,2013-03-16,11.0,OZ,1,2.49
2865293,105689497,4,99,9909,107127979,6732,2013-03-17,6.4,OZ,1,3.99
2865307,105689497,4,99,9909,107127979,6732,2013-03-21,9.0,OZ,1,0.0
2865308,105689497,4,99,9909,107127979,6732,2013-03-21,12.0,OZ,1,3.49
2865344,105689497,4,35,3509,103320030,875,2013-04-15,150.0,OZ,1,9.99
2865362,105689497,4,99,9909,107127979,6732,2013-04-15,9.0,OZ,1,0.5
2865365,105689497,4,99,9909,107127979,6732,2013-04-15,12.0,OZ,1,2.49
2867340,105699002,88,32,3203,106414464,13474,2013-04-01,5.0,OZ,1,3.49
2867348,105699002,88,56,5616,104610040,15889,2013-04-01,8.0,OZ,1,-0.86
2868625,105707930,4,99,9909,107127979,6732,2013-03-10,12.0,OZ,1,3.99
2869219,105708987,3,99,9909,107127979,6732,2013-03-14,10.0,OZ,1,2.5
2869225,105708987,3,99,9909,107127979,6732,2013-03-19,16.0,OZ,1,2.29
2869987,105712949,15,99,9909,107127979,6732,2013-04-27,9.0,OZ,2,2.93
2871199,105719854,17,17,1703,104460040,3718,2013-03-28,32.0,OZ,1,4.49
2874218,105724243,15,99,9909,107127979,6732,2013-03-05,9.8,OZ,1,3.99
2874278,105724243,15,99,9909,107127979,6732,2013-03-14,12.0,OZ,2,3.98
2874381,105724243,15,99,9909,107127979,6732,2013-04-03,48.0,OZ,1,3.99
2877157,105741512,88,99,9909,107127979,6732,2013-03-07,9.0,OZ,1,1.99
2877163,105741512,88,99,9909,107127979,6732,2013-03-07,12.0,OZ,1,2.99
2877209,105741512,88,99,9909,107127979,6732,2013-03-09,8.0,OZ,1,1.49
2877219,105741512,88,99,9909,107127979,6732,2013-03-13,12.0,OZ,2,2.95
2877250,105741512,88,99,9909,107127979,6732,2013-03-23,12.0,OZ,2,3.0
2877254,105741512,88,99,9909,107127979,6732,2013-03-23,9.0,OZ,1,1.5
2878261,105747818,18,56,5616,104610040,15889,2013-03-10,6.67,OZ,1,3.99
2878306,105747818,18,99,9909,107127979,6732,2013-03-25,13.9,OZ,1,3.29
2878307,105747818,18,99,9909,107127979,6732,2013-03-25,9.8,OZ,1,3.29
2882030,105765153,18,99,9909,107127979,6732,2013-03-23,9.0,OZ,1,-0.91
2882060,105765153,18,99,9909,107127979,6732,2013-04-14,12.0,OZ,2,1.0
2882799,105766608,15,99,9909,107127979,6732,2013-03-24,12.0,OZ,1,-0.39
2882801,105766608,15,99,9909,107127979,6732,2013-03-24,9.0,OZ,1,2.99
2882842,105766608,15,99,9909,107127979,6732,2013-04-20,10.0,OZ,2,3.11
2883782,105774072,15,56,5616,104610040,15889,2013-03-10,8.0,OZ,1,3.99
2883787,105774072,15,99,9909,107127979,6732,2013-03-10,18.0,OZ,1,4.99
2883833,105774072,15,99,9909,107127979,6732,2013-03-22,12.0,OZ,2,1.99
2884561,105775815,15,32,3203,106414464,13474,2013-03-12,6.0,OZ,1,3.49
2885448,105789683,14,99,9909,107127979,6732,2013-03-04,10.0,OZ,1,2.5
2885449,105789683,14,99,9909,107127979,6732,2013-03-04,9.0,OZ,1,2.5
2885486,105789683,14,99,9909,107127979,6732,2013-03-17,6.0,OZ,1,2.5
2885532,105789683,14,99,9909,107127979,6732,2013-03-25,9.0,OZ,1,1.5
2885576,105789683,14,99,9909,107127979,6732,2013-04-09,6.0,OZ,1,3.29
2885597,105789683,14,99,9909,107127979,6732,2013-04-22,12.0,OZ,1,0.0
2885611,105789683,14,99,9909,107127979,6732,2013-04-22,6.0,OZ,1,3.29
2885946,105790112,95,99,9909,107127979,6732,2013-03-17,10.0,OZ,1,1.99
2886759,105797486,18,99,9909,107127979,6732,2013-03-07,12.0,OZ,1,1.49
2886784,105797486,18,35,3509,103320030,875,2013-03-14,60.5,OZ,2,6.99
2886848,105797486,18,99,9909,107127979,6732,2013-04-03,12.0,OZ,1,1.79
2888329,105800108,4,99,9909,107127979,6732,2013-03-28,10.5,OZ,1,3.99
2889245,105803529,20,99,9909,107127979,6732,2013-04-13,9.0,OZ,1,1.0
2891944,105809059,4,99,9909,107127979,6732,2013-03-11,12.0,OZ,1,2.29
2892652,105809610,95,99,9909,107127979,6732,2013-03-02,16.0,OZ,1,2.79
2892660,105809610,95,99,9909,107127979,6732,2013-03-29,5.0,OZ,1,1.99
2894718,105812165,14,99,9909,107127979,6732,2013-03-01,16.0,OZ,1,1.99
2894751,105812165,14,99,9909,107127979,6732,2013-03-08,10.5,OZ,1,3.99
2894826,105812165,14,44,4401,105100050,13791,2013-03-15,19.6,OZ,1,4.29
2894857,105812165,14,32,3203,106414464,13474,2013-03-22,6.0,OZ,1,2.79
2894871,105812165,14,99,9909,107127979,6732,2013-03-22,12.0,OZ,1,1.9
2894876,105812165,14,99,9909,107127979,6732,2013-03-22,9.0,OZ,1,1.1
2894895,105812165,14,99,9909,107127979,6732,2013-03-29,12.0,OZ,1,1.79
2894932,105812165,14,99,9909,107127979,6732,2013-04-05,10.5,OZ,1,2.5
2894983,105812165,14,99,9909,107127979,6732,2013-04-12,16.0,OZ,1,1.99
2894985,105812165,14,99,9909,107127979,6732,2013-04-12,12.0,OZ,1,1.79
2895029,105812165,14,99,9909,107127979,6732,2013-04-19,12.0,OZ,1,1.79
2895269,105814137,15,99,9909,107127979,6732,2013-04-02,9.8,OZ,1,3.99
2895271,105814137,15,99,9909,107127979,6732,2013-04-02,6.0,OZ,1,2.5
2898411,105830233,15,99,9909,107127979,6732,2013-03-13,12.0,OZ,2,3.98
2898441,105830233,15,99,9909,107127979,6732,2013-03-23,12.0,OZ,2,1.99
2898483,105830233,15,99,9909,107127979,6732,2013-03-30,12.0,OZ,1,1.99
2898544,105830233,15,99,9909,107127979,6732,2013-04-20,12.0,OZ,1,1.99
2898586,105830233,15,99,9909,107127979,6732,2013-04-25,12.0,OZ,2,1.49
2904861,105856910,95,99,9909,107127979,6732,2013-03-11,12.0,OZ,1,0.88
2904863,105856910,95,99,9909,107127979,6732,2013-03-11,6.0,OZ,1,1.99
2904907,105856910,95,99,9909,107127979,6732,2013-04-26,12.0,OZ,1,0.79
2904909,105856910,95,99,9909,107127979,6732,2013-04-26,9.0,OZ,1,1.0
2904921,105856910,95,17,1703,104460040,3718,2013-04-27,32.0,OZ,1,2.99
2906433,105871583,17,32,3203,106414464,13474,2013-03-26,5.0,OZ,2,5.58
2906469,105871583,17,56,5616,104610040,15889,2013-04-14,7.6,OZ,2,8.98
2906470,105871583,17,35,3509,103320030,875,2013-04-14,44.09,OZ,1,9.99
2907177,105890467,18,99,9909,107127979,6732,2013-03-18,12.0,OZ,2,3.58
2907185,105890467,18,56,5616,104610040,15889,2013-03-18,8.0,OZ,1,3.0
2907203,105890467,18,99,9909,107127979,6732,2013-04-05,48.0,OZ,1,2.79
2909772,105903197,15,99,9909,107127979,6732,2013-04-19,6.4,OZ,1,3.99
2910505,105905188,15,35,3509,103320030,875,2013-03-06,62.5,OZ,1,4.99
2910516,105905188,15,99,9909,107127979,6732,2013-03-08,8.0,OZ,1,1.99
2910523,105905188,15,56,5616,104610040,15889,2013-03-12,6.84,OZ,2,7.98
2910553,105905188,15,35,3509,103320030,875,2013-03-22,60.5,OZ,2,6.99
2911493,105919420,88,99,9909,107127979,6732,2013-03-08,10.0,OZ,1,3.99
2911530,105919420,88,99,9909,107127979,6732,2013-03-23,9.0,OZ,1,1.99
2911535,105919420,88,99,9909,107127979,6732,2013-03-23,10.0,OZ,1,3.5
2911644,105919840,95,99,9909,107127979,6732,2013-04-04,6.4,OZ,1,2.5
2911657,105919840,95,99,9909,107127979,6732,2013-04-04,10.0,OZ,1,1.99
2911692,105919840,95,99,9909,107127979,6732,2013-04-23,10.0,OZ,1,1.99
2912727,105919862,3,99,9909,107127979,6732,2013-03-04,6.5,OZ,2,5.0
2912754,105919862,3,99,9909,107127979,6732,2013-03-10,6.5,OZ,2,6.58
2913342,105920351,3,99,9909,107127979,6732,2013-03-28,10.5,OZ,1,3.69
2914696,105959305,18,56,5616,104610040,15889,2013-03-22,7.5,OZ,1,4.29
2916478,105962577,95,17,1703,104460040,3718,2013-04-15,32.0,OZ,1,4.19
2918081,105976547,4,99,9909,107127979,6732,2013-04-26,10.0,OZ,1,3.99
2920803,105980567,14,99,9909,107127979,6732,2013-04-07,9.0,OZ,1,2.49
2921757,105981960,18,99,9909,107127979,6732,2013-03-07,10.5,OZ,2,6.0
2923569,105984108,95,99,9909,107127979,6732,2013-04-14,16.0,OZ,1,0.79
2923611,105984108,95,99,9909,107127979,6732,2013-04-21,48.0,OZ,1,3.29
2924318,105986957,20,99,9909,107127979,6732,2013-03-10,12.0,OZ,1,1.59
2925782,105991830,4,99,9909,107127979,6732,2013-03-22,9.0,OZ,1,3.49
2925787,105991830,4,99,9909,107127979,6732,2013-03-22,6.4,OZ,3,11.97
2927253,105997815,18,99,9909,107127979,6732,2013-03-30,11.0,OZ,3,8.37
2927299,105997815,18,99,9909,107127979,6732,2013-04-17,8.0,OZ,1,1.99
2927321,105997815,18,56,5616,104610040,15889,2013-04-17,6.84,OZ,1,4.29
2928774,106000969,18,99,9909,107127979,6732,2013-03-02,12.0,OZ,1,0.99
2928798,106000969,18,99,9909,107127979,6732,2013-03-07,12.0,OZ,1,0.99
2930053,106009636,18,56,5616,104610040,15889,2013-03-21,7.0,OZ,1,4.29
2930108,106009636,18,99,9909,107127979,6732,2013-04-10,10.0,OZ,1,1.25
2930119,106009636,18,99,9909,107127979,6732,2013-04-20,10.0,OZ,1,1.49
2933512,106019879,17,17,1726,104460040,7668,2013-03-04,30.0,CT,1,2.99
2934854,106033735,4,99,9909,107127979,6732,2013-03-31,12.0,OZ,1,1.99
2934873,106033735,4,99,9909,107127979,6732,2013-03-31,6.4,OZ,1,2.99
2934892,106033735,4,99,9909,107127979,6732,2013-04-14,12.0,OZ,1,2.99
2934894,106033735,4,99,9909,107127979,6732,2013-04-14,5.5,OZ,1,2.99
2934903,106033735,4,99,9909,107127979,6732,2013-04-21,6.0,OZ,1,-0.51
2934904,106033735,4,99,9909,107127979,6732,2013-04-21,13.9,OZ,1,3.99
2937684,106037120,4,56,5616,104610040,15889,2013-03-15,8.0,OZ,1,3.0
2937690,106037120,4,56,5616,104610040,15889,2013-03-15,7.5,OZ,1,3.7
2938522,106039480,18,99,9909,107127979,6732,2013-03-03,10.0,OZ,2,5.0
2940130,106042451,17,99,9909,107127979,6732,2013-04-13,12.0,OZ,2,2.0
2940241,106042451,17,99,9909,107127979,6732,2013-04-28,12.0,OZ,2,2.0
2942688,106051288,18,99,9909,107127979,6732,2013-04-20,5.0,OZ,1,1.5
2943378,106072480,18,99,9909,107127979,6732,2013-03-08,12.0,OZ,1,1.79
2943421,106072480,18,99,9909,107127979,6732,2013-03-29,18.0,OZ,1,4.99
2943423,106072480,18,35,3509,103320030,875,2013-03-29,75.0,OZ,2,6.99
2945151,106072491,18,35,3509,103320030,875,2013-03-02,60.5,OZ,1,4.99
2945202,106072491,18,99,9909,107127979,6732,2013-03-11,7.25,OZ,1,3.0
2945334,106072491,18,99,9909,107127979,6732,2013-04-28,9.0,OZ,1,1.25
2946833,106080110,88,99,9909,107127979,6732,2013-04-09,9.0,OZ,2,3.98
2946856,106080110,88,99,9909,107127979,6732,2013-04-25,9.0,OZ,1,1.0
2948293,106082651,3,99,9909,107127979,6732,2013-03-21,6.5,OZ,1,3.29
2948357,106082651,3,99,9909,107127979,6732,2013-04-05,6.5,OZ,2,6.58
2948374,106082651,3,99,9909,107127979,6732,2013-04-05,6.0,OZ,1,3.29
2949645,106083591,4,56,5616,104610040,15889,2013-03-31,7.0,OZ,1,3.49
2950809,106097137,95,99,9909,107127979,6732,2013-04-03,12.0,OZ,1,0.88
2950818,106097137,95,99,9909,107127979,6732,2013-04-05,12.0,OZ,1,0.88
2950826,106097137,95,56,5616,104610040,15889,2013-04-05,7.6,OZ,1,3.49
2950837,106097137,95,99,9909,107127979,6732,2013-04-13,12.0,OZ,1,1.0
2950860,106097137,95,99,9909,107127979,6732,2013-04-26,12.0,OZ,1,1.0
2951876,106099136,88,17,1703,104460040,3718,2013-03-29,32.0,OZ,1,2.99
2951881,106099136,88,99,9909,107127979,6732,2013-04-05,10.5,OZ,1,2.5
2951891,106099136,88,99,9909,107127979,6732,2013-04-16,12.0,OZ,1,1.5
2952577,106101797,4,99,9909,107127979,6732,2013-03-03,12.0,OZ,2,6.0
2952616,106101797,4,99,9909,107127979,6732,2013-03-17,12.0,OZ,2,6.35
2952637,106101797,4,99,9909,107127979,6732,2013-03-24,12.0,OZ,2,1.49
2952665,106101797,4,99,9909,107127979,6732,2013-03-31,12.0,OZ,2,5.98
2952691,106101797,4,99,9909,107127979,6732,2013-04-07,9.0,OZ,1,2.99
2952692,106101797,4,99,9909,107127979,6732,2013-04-07,12.0,OZ,1,2.49
2952709,106101797,4,99,9909,107127979,6732,2013-04-14,12.0,OZ,2,0.79
2954928,106116128,88,99,9909,107127979,6732,2013-03-26,12.0,OZ,1,1.5
2955039,106116128,88,99,9909,107127979,6732,2013-04-26,12.0,OZ,1,1.0
2957825,106128543,18,99,9909,107127979,6732,2013-03-17,8.0,OZ,1,2.29
2957865,106128543,18,99,9909,107127979,6732,2013-03-22,8.0,OZ,2,2.41
2957884,106128543,18,99,9909,107127979,6732,2013-03-26,16.0,OZ,1,2.99
2957888,106128543,18,56,5616,104610040,15889,2013-03-26,7.6,OZ,1,2.39
2957956,106128543,18,99,9909,107127979,6732,2013-04-05,8.0,OZ,1,2.29
2958032,106128543,18,99,9909,107127979,6732,2013-04-18,8.0,OZ,1,2.29
2958153,106128543,18,99,9909,107127979,6732,2013-04-29,16.0,OZ,1,2.99
2959023,106133957,15,35,3509,103320030,875,2013-03-11,44.09,OZ,1,13.99
2959061,106133957,15,35,3509,103320030,875,2013-04-09,44.09,OZ,1,15.99
2961478,106166357,18,17,1703,104460040,3718,2013-03-23,32.0,OZ,1,3.99
2961509,106166357,18,99,9909,107127979,6732,2013-04-14,6.5,OZ,1,3.29
2961515,106166357,18,99,9909,107127979,6732,2013-04-19,6.5,OZ,2,6.29
2961520,106166357,18,56,5616,104610040,15889,2013-04-19,7.6,OZ,1,4.59
2961529,106166357,18,99,9909,107127979,6732,2013-04-28,6.5,OZ,2,6.58
2963163,106171854,4,99,9909,107127979,6732,2013-03-05,10.0,OZ,1,2.49
2964445,106174229,20,99,9909,107127979,6732,2013-03-16,12.0,OZ,2,5.0
2964517,106174229,20,99,9909,107127979,6732,2013-04-05,6.4,OZ,1,2.5
2965791,106180503,4,99,9909,107127979,6732,2013-03-13,6.5,OZ,2,4.51
2965804,106180503,4,99,9909,107127979,6732,2013-03-17,6.5,OZ,1,2.5
2965887,106180503,4,99,9909,107127979,6732,2013-04-19,10.0,OZ,1,2.29
2965890,106180503,4,99,9909,107127979,6732,2013-04-19,8.0,OZ,1,1.5
2966466,106181097,95,99,9909,107127979,6732,2013-04-13,6.0,OZ,1,1.99
2966469,106181097,95,99,9909,107127979,6732,2013-04-13,9.0,OZ,1,0.99
2966849,106184328,20,56,5616,104610040,15889,2013-03-26,7.5,OZ,1,3.49
2967991,106189715,14,99,9909,107127979,6732,2013-03-18,10.0,OZ,2,7.98
2969001,106190664,18,17,1703,104460040,3718,2013-03-15,32.0,OZ,1,3.99
2970130,106193085,14,99,9909,107127979,6732,2013-04-19,12.0,OZ,1,0.0
2970131,106193085,14,99,9909,107127979,6732,2013-04-19,6.0,OZ,1,3.29
2970777,106194011,14,99,9909,107127979,6732,2013-03-17,5.5,OZ,1,2.5
2975010,106199634,15,99,9909,107127979,6732,2013-03-16,9.7,OZ,1,3.99
2975113,106199634,15,99,9909,107127979,6732,2013-04-04,10.5,OZ,1,2.5
2975134,106199634,15,56,5616,104610040,15889,2013-04-05,7.6,OZ,1,4.39
2975187,106199634,15,99,9909,107127979,6732,2013-04-14,6.5,OZ,2,7.38
2975273,106199634,15,99,9909,107127979,6732,2013-04-29,9.0,OZ,1,1.0
2975868,106200643,3,35,3509,103320030,875,2013-03-26,75.0,OZ,2,6.89
2976847,106206151,20,99,9909,107127979,6732,2013-03-04,10.0,OZ,1,4.99
2976870,106206151,20,99,9909,107127979,6732,2013-03-11,10.0,OZ,1,4.99
2976960,106206151,20,99,9909,107127979,6732,2013-04-16,10.0,OZ,1,4.99
2977443,106214605,88,99,9909,107127979,6732,2013-04-18,12.0,OZ,1,2.99
2977444,106214605,88,99,9909,107127979,6732,2013-04-18,6.0,OZ,1,0.0
2977445,106214605,88,32,3203,106414464,13474,2013-04-18,6.0,OZ,1,3.79
2980605,106223437,18,99,9909,107127979,6732,2013-03-05,6.0,OZ,1,2.5
2980668,106223437,18,99,9909,107127979,6732,2013-03-27,5.5,OZ,1,2.99
2980691,106223437,18,99,9909,107127979,6732,2013-04-06,10.0,OZ,2,2.98
2980722,106223437,18,99,9909,107127979,6732,2013-04-14,10.0,OZ,1,3.99
2981228,106226146,15,99,9909,107127979,6732,2013-03-20,9.0,OZ,1,3.69
2982919,106230280,15,99,9909,107127979,6732,2013-03-06,6.0,OZ,1,3.69
2982952,106230280,15,32,3203,106414464,13474,2013-03-13,8.0,OZ,1,4.49
2982980,106230280,15,99,9909,107127979,6732,2013-03-20,6.0,OZ,1,3.69
2983106,106230280,15,99,9909,107127979,6732,2013-04-17,6.0,OZ,1,3.69
2983116,106230280,15,32,3203,106414464,13474,2013-04-17,20.0,OZ,1,7.5
2984686,106256060,95,56,5616,104610040,15889,2013-03-29,7.5,OZ,1,3.49
2984696,106256060,95,99,9909,107127979,6732,2013-04-05,9.7,OZ,1,1.29
2985010,106259822,95,99,9909,107127979,6732,2013-03-16,10.0,OZ,1,1.99
2985724,106261035,15,99,9909,107127979,6732,2013-03-15,12.0,OZ,1,2.5
2987584,106274244,3,99,9909,107127979,6732,2013-03-07,9.0,OZ,1,2.79
2987725,106274244,3,99,9909,107127979,6732,2013-04-05,18.0,OZ,1,4.99
2987801,106274244,3,99,9909,107127979,6732,2013-04-14,16.0,OZ,1,0.63
2989252,106283361,15,99,9909,107127979,6732,2013-03-18,9.0,OZ,1,2.99
2989272,106283361,15,99,9909,107127979,6732,2013-03-24,9.0,OZ,1,2.99
2989274,106283361,15,99,9909,107127979,6732,2013-03-24,12.0,OZ,1,0.0
2989410,106283769,18,99,9909,107127979,6732,2013-03-17,12.0,OZ,1,0.99
2989448,106283769,18,99,9909,107127979,6732,2013-04-02,10.0,OZ,1,4.99
2991298,106287086,95,56,5616,104610040,15889,2013-03-17,7.0,OZ,1,3.0
2993863,106296127,18,99,9909,107127979,6732,2013-03-06,8.0,OZ,1,1.99
2993873,106296127,18,99,9909,107127979,6732,2013-03-20,12.0,OZ,1,2.99
2993876,106296127,18,99,9909,107127979,6732,2013-03-24,8.0,OZ,1,1.5
2993882,106296127,18,99,9909,107127979,6732,2013-03-29,12.0,OZ,1,1.79
2993913,106296127,18,99,9909,107127979,6732,2013-04-11,12.0,OZ,1,2.99
2996678,106306084,18,99,9909,107127979,6732,2013-04-04,13.9,OZ,1,3.0
2997802,106307690,88,56,5616,104610040,15889,2013-03-06,7.5,OZ,1,3.99
2997811,106307690,88,32,3203,106414464,13474,2013-03-06,5.0,OZ,1,3.49
2997929,106307690,88,99,9909,107127979,6732,2013-04-08,10.0,OZ,1,3.99
2999719,106313802,4,99,9909,107127979,6732,2013-03-26,12.0,OZ,2,1.99
2999834,106313802,4,99,9909,107127979,6732,2013-04-10,12.0,OZ,2,3.29
3000417,106315538,88,99,9909,107127979,6732,2013-04-22,6.0,OZ,1,2.99
3001960,106320736,15,99,9909,107127979,6732,2013-03-10,11.9,OZ,1,3.0
3001963,106320736,15,99,9909,107127979,6732,2013-03-10,7.25,OZ,1,1.0
3001985,106320736,15,99,9909,107127979,6732,2013-03-16,5.5,OZ,2,4.89
3002009,106320736,15,32,3203,106414464,13474,2013-03-25,5.0,OZ,1,2.0
3002042,106320736,15,99,9909,107127979,6732,2013-03-29,12.0,OZ,1,2.5
3002145,106320736,15,32,3203,106414464,13474,2013-04-07,5.0,OZ,1,3.49
3002186,106320736,15,99,9909,107127979,6732,2013-04-16,16.0,OZ,1,1.0
3002229,106320736,15,99,9909,107127979,6732,2013-04-21,12.0,OZ,1,3.69
3002317,106320736,15,99,9909,107127979,6732,2013-04-28,9.0,OZ,2,2.67
3003923,106328544,3,99,9909,107127979,6732,2013-03-24,16.0,OZ,1,2.99
3005761,106331994,17,56,5616,104610040,15889,2013-03-08,7.5,OZ,1,3.99
3005768,106331994,17,56,5616,104610040,15889,2013-03-08,8.0,OZ,1,3.99
3005832,106331994,17,56,5616,104610040,15889,2013-03-15,6.67,OZ,1,1.2
3005958,106331994,17,99,9909,107127979,6732,2013-04-15,9.0,OZ,1,3.99
3006021,106331994,17,99,9909,107127979,6732,2013-04-27,9.7,OZ,2,7.43
3006056,106331994,17,99,9909,107127979,6732,2013-04-29,6.0,OZ,1,3.69
3007484,106337961,18,99,9909,107127979,6732,2013-03-26,10.0,OZ,1,4.99
3007502,106337961,18,56,5616,104610040,15889,2013-04-01,7.5,OZ,1,3.49
